index,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,Tortured,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1283,9/29/13,Nour al-Din Al-Hafiri,Male,Syria,Freelance,Syria,"Television, Internet","Camera Operator, Producer, Technician",War,Yes,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1284,10/5/13,Mohammed Ghanem,Male,Iraq,Al-Sharqiyah,Iraq,Television,Camera Operator,Culture,No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1285,10/5/13,Mohammed Karim al-Badrani,Male,Iraq,Al-Sharqiyah,Iraq,Television,Broadcast,Culture,No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1286,10/11/13,Ayub Khattak,Male,Pakistan,Karak Times,Pakistan,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Partial,No,Yes,No,,,,,,,,,
1287,10/24/13,Bashar al-Nuaimi,Male,Iraq,Al-Mosuliya TV,Iraq,Television,"Camera Operator, Photographer","Corruption, Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
1288,10/26/13,Mohamed Mohamud,Male,Somalia,Universal TV,Somali,Television,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1289,10/29/13,Mohammad Saeed,Male,Syria,Al-Arabiya,Syria,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1290,11/2/13,Claude Verlon,Male,Mali,Radio France Internationale,France,Radio,Technician,"Human Rights, Politics, War",No,Foreign,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
1291,11/2/13,Ghislaine Dupont,Female,Mali,Radio France Internationale,France,Radio,Broadcast,"Human Rights, Politics, War",No,Foreign,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
1292,11/8/13,Abdullah Sobhi al-Ghazawi,,Syria,"SMART News Agency, ",Syrian,,,,,,,,,,,,,,,,,,,,
1293,11/18/13,Saleh Ayyad Hafyana,Male,Libya,Fassato News Agency,Libya,Internet,Photographer,"Culture, Politics",No,Local,Paramilitary Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1294,11/19/13,Mohamed Ahmed Taysir Bellou,Male,Syria,Shahba Press,Syrian,Internet,Camera Operator,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1295,11/24/13,Mohamed Yamen Naddaf,Male,Syria,Shahba Press,Syrian,Internet,Camera Operator,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1296,11/24/13,Alaa Edward Butros,Male,Iraq,Freelance,Iraq,Television,"Camera Operator, Photographer","Crime, Human Rights, Politics, War",Yes,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1297,11/27/13,Wadih Sa'ad al-Hamdani,Male,Iraq,Baghdad TV,Iraq,Television,Broadcast,"Corruption, Crime, Culture, Politics, War",No,Local,Local Residents,Dangerous Assignment,,No,No,No,,,,,,,,,
1298,11/29/13,Joas Dignos,Male,Philippines,DXGT Radio,Philippines,Radio,"Broadcast, Columnist","Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1299,12/4/13,Yasser Faisal al-Jumaili,Male,Syria,Freelance,Iraqi,Television,Camera Operator,"Politics, War",Yes,Foreign,Political Group,Murder,Yes,Yes,No,,,,,,,,,,
1300,12/5/13,Kawa Garmyane,Male,Iraq,"Rayel, Awene",Iraq,"Print, Internet","Editor, Print Reporter","Corruption, Crime, Politics",No,Local,Unknown Fire,Murder,Partial,No,Yes,No,,,,,,,,,
1301,12/6/13,Sai Reddy,Male,India,Deshbandhu,India,Print,Print Reporter,"Corruption, Culture, Politics",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1302,12/11/13,Rogelio Butalib,,Philippines,107.9 FM Radyo Natin ,Philippines,,,,,,,,,,,,,,,,,,,,
1303,12/15/13,Nawras al-Nuaimi,Female,Iraq,Al-Mosuliya TV,Iraq,Television,Broadcast,"Corruption, Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
1304,12/20/13,Molhem Barakat,Male,Syria,Freelance,Syrian,"Print, Internet",Photographer,"Human Rights, Politics, War",Yes,Local,"Military Officials, Political Group",Crossfire/Combat-Related,,,,,,,,,,,,,
1305,12/23/13,Jamal Abdul-Nasser Sami,Male,Iraq,Salaheddin TV ,Iraqi,Television,Editor,"Culture, Politics",No,Local,Political Group,Murder,Yes,Yes,,,,,,,,,,,
1306,12/23/13,Raad Yassin Al-Baddi,Male,Iraq,Salaheddin TV ,Iraqi,Television,Editor,"Culture, Politics",No,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
1307,12/23/13,Wassan Al-Azzawi,Female,Iraq,Salaheddin TV,Iraqi,Television,Broadcast,"Culture, Politics",No,Local,Political Group,Murder,Yes,Yes,,,,,,,,,,,
1308,12/23/13,Mohammed Abdul-Hameed,,Iraq,Salaheddin TV ,Iraqi,,,,,,,,,,,,,,,,,,,,
1309,12/23/13,Ahmed Khattab Omar,,Iraq,Salaheddin TV ,Iraqi,,,,,,,,,,,,,,,,,,,,
1310,1/1/14,Shan Dahar,Male,Pakistan,Abb Takk Television,Pakistan,Television,Broadcast,"Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
1311,1/13/14,Michael Tshele,Male,South Africa,Freelance,South Africa,"Print, Internet",Photographer,"Corruption, Human Rights",Yes,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
1312,1/17/14,Waqas Aziz Khan,,Pakistan,Express TV,Pakistan,,,,,,,,,,,,,,,,,,,,
1313,1/17/14,Mohammad Khalid,,Pakistan,Express TV,Pakistan,,,,,,,,,,,,,,,,,,,,
1314,1/17/14,Ashraf Arain,,Pakistan,Express TV,Pakistan,,,,,,,,,,,,,,,,,,,,
1315,1/20/14,Firas Mohammed Attiyah,Male,Iraq,Fallujah TV,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1316,1/23/14,Noor Ahmad Noori,,Afghanistan,Bost,Afghanistan,,,,,,,,,,,,,,,,,,,,
1317,2/1/14,Suon Chan,,Cambodia,Meakea Kampuchea,Cambodia,,,,,,,,,,,,,,,,,,,,
1318,2/13/14,Pedro Palma,Male,Brazil,Panorama Regional,Brazil,Print,Publisher,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
1319,2/14/14,Ijaz Mengal,,Pakistan,Daily Intekhab,Pakistan,,,,,,,,,,,,,,,,,,,,
1320,2/16/14,Germain Kennedy Mumbere Muliwavyo,Male,Democratic Republic of the Congo,Radio T_l_vision Muungano ,Democratic Republic of the Congo,"Radio, Television",Broadcast,"Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1321,2/19/14,Vyacheslav Veremiy,Male,Ukraine,Vesti,Ukraine,"Print, Internet","Internet Reporter, Print Reporter",Politics,No,Local,Local Residents,Murder,Yes,No,No,No,,,,,,,,,
1322,2/20/14,Turad Mohamed al-Zahouri,Male,Syria,Freelance,Syria,Internet,"Camera Operator, Photographer, Publisher","Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1323,3/2/14,Shah Alam Sagar,,Bangladesh,Oporadh Domon,Bangladesh,,,,,,,,,,,,,,,,,,,,
1324,3/8/14,Omar Abdul Qader,Male,Syria,Al-Mayadeen,Syria,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1325,3/9/14,Ali Mustafa,Male,Syria,Freelance,Canada,"Print, Internet",Photographer,"Human Rights, Politics, War",Yes,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1326,3/10/14,Muthanna Abdel Hussein,Male,Iraq,Al-Iraqiya,Iraq,Television,Camera Operator,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1327,3/10/14,Khaled Abdel Thamer,Male,Iraq,Al-Iraqiya,Iraq,Television,Camera Operator,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1328,3/11/14,Nils Horner,Male,Afghanistan,Sveriges Radio,Sweden,Radio,Broadcast,"Politics, War",No,Foreign,Unknown Fire,Dangerous Assignment,,No,No,No,,,,,,,,,
1329,3/28/14,Mayada Ashraf,Female,Egypt,Al-Dustour,Egypt,"Print, Internet","Internet Reporter, Print Reporter","Human Rights, Politics",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1330,4/4/14,Anja Niedringhaus,Female,Afghanistan,The Associated Press,Germany,"Print, Internet",Photographer,"Human Rights, War",No,Foreign,Government Officials,Dangerous Assignment,,No,No,No,,,,,,,,,
1331,4/6/14,Rubylita Garcia,Female,Philippines,"Remate, dwAD",Philippines,"Print, Radio","Broadcast, Print Reporter","Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1332,4/14/14,Hamza Hajj Hassan,,Syria,Al-Manar TV,Lebanon,,,,,,,,,,,,,,,,,,,,
1333,4/25/14,Mouaz Alomar (Abu Mehdi Al Hamwi),Male,Syria,Freelance,Syria,"Television, Internet","Broadcast, Photographer, Internet Reporter","Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1334,May-14,Camille Lepage,Female,Central African Republic,Freelance,France,"Print, Internet",Photographer,"Human Rights, War",Yes,Foreign,Paramilitary Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1335,5/4/14,Al-Moutaz Bellah Ibrahim,Male,Syria,Shaam News Network,Syria,"Radio, Television",Broadcast,"Human Rights, Politics, War",Yes,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
1336,5/4/14,Richard Nadjid,,Philippines,dxNN,Philippines,,,,,,,,,,,,,,,,,,,,
1337,5/16/14,Fausto Gabriel Alcaraz Garay,Male,Paraguay,Radio Amambay,Paraguay,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
1338,5/21/14,Sadrul Alam Nipul,Male,Bangladesh,Dainik Mathabhanga,Bangladesh,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
1339,5/23/14,Samuel Oliverio,,Philippines,"Radio Ukay, Supreme Radio",Philippines,,,,,,,,,,,,,,,,,,,,
1340,5/24/14,Andrea Rocchelli,Male,Ukraine,Cesura photo agency,Italy,"Print, Internet",Photographer,"Human Rights, War",No,Foreign,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1341,5/24/14,Andrei Mironov,,Ukraine,Memorial,Russia,,,,,,,,,,,,,,,,,,,,
1342,5/26/14,Muftah Bu Zeid,Male,Libya,Brnieq,Libya,"Print, Internet",Editor,"Politics, War",No,Local,Unknown Fire,Murder,Yes,,,,,,,,,,,,
1343,5/27/14,Tarun Kumar Acharya,Male,India,"Kanak TV, Sambad",India,"Print, Television","Broadcast, Print Reporter","Corruption, Crime, Human Rights",No,Local,Local Residents,Murder,Yes,No,Yes,No,,,,,,,,,
1344,6/9/14,Nilo Baculo,,Philippines,dwIM Radyo Mindoro,Philippines,,,,,,,,,,,,,,,,,,,,
1345,6/15/14,Khalid Ali Hamada,Male,Iraq,Al-Ahad TV,Iraq,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1346,6/17/14,Igor Kornelyuk,Male,Ukraine,VGTRK,Russia,Television,Broadcast,War,No,Foreign,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1347,6/20/14,Ahmed Hasan Ahmed,Male,Syria,Xinhua News Agency,Egypt,Internet,"Camera Operator, Photographer","Human Rights, Politics, War",No,Foreign,Unknown Fire,Dangerous Assignment,,No,No,No,,,,,,,,,
1348,6/21/14,Yusuf Ahmed Abukar,Male,Somalia,"Radio Ergo, Mustaqbal Radio",Somalia,Radio,"Broadcast, Editor","Human Rights, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1349,6/24/14,Anton Voloshin,,Ukraine,VGTRK,Russia,,,,,,,,,,,,,,,,,,,,
1350,6/27/14,Mohamed Taani,Male,Syria,SMART News Agency,Syria,Internet,Camera Operator,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1351,6/30/14,Anatoly Klyan,Male,Ukraine,Pervy Kanal,Russia,Television,Camera Operator,"Politics, War",No,Foreign,Unknown Fire,Dangerous Assignment,,No,No,No,,,,,,,,,
1352,7/9/14,Hamid Shihab,,Israel and the Occupied Palestinian Territory,Media 24,Israel and the Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,
1353,7/20/14,Khaled Reyadh Hamad,Male,Israel and the Occupied Palestinian Territory,Continue Production Films,Israel and the Occupied Palestinian Territory,Television,"Camera Operator, Photographer","Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1354,7/30/14,Sameh al-Aryan,Male,Israel and the Occupied Palestinian Territory,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Television,"Camera Operator, Photographer","Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1355,7/30/14,Rami Rayan,Male,Israel and the Occupied Palestinian Territory,Palestine Network for Press and Media,Israel and the Occupied Palestinian Territory,"Print, Television, Internet",Photographer,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1356,7/30/14,Mohammed Nour al-Din al-Deiri,,Israel and the Occupied Palestinian Territory,Palestine Network for Press and Media,Israel and the Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,
1357,Aug-14,James Foley,Male,Syria,Freelance,United States,Internet,"Photographer, Internet Reporter","Human Rights, War",Yes,Foreign,Political Group,Murder,Yes,Yes,No,Yes,,,,,,,,,
1358,8/6/14,Andrei Stenin,Male,Ukraine,Rossiya Segodnya,Russia,"Print, Internet",Photographer,"Human Rights, War",No,Foreign,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1359,8/8/14,Leyla Yildizhan (Deniz Firat),Female,Iraq,Firat News Agency,Turkey,"Television, Internet",Broadcast,"Human Rights, Politics, War",Yes,Foreign,"Military Officials, Political Group",Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1360,8/12/14,Luis Carlos Cervantes Solano,,Colombia,Morena FM,Colombian,,,,,,,,,,,,,,,,,,,,
1361,8/13/14,Simone Camilli,Male,Israel and the Occupied Palestinian Territory,The Associated Press,Italy,"Television, Internet","Camera Operator, Photographer","Politics, War",No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1362,8/13/14,Ali Abu Afash,,Israel and the Occupied Palestinian Territory,Freelance,Israel and the Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,
1363,8/14/14,Nery Francisco Soto Torres ,,Honduras,"Canal 23, Radio Full FM",Honduran,,,,,,,,,,,,,,,,,,,,
1364,8/16/14,Abdul Rahman Hamid al-Din,,Yemen,Sanaa Radio,Yemen,,,,,,,,,,,,,,,,,,,,
1365,8/27/14,Nurul Islam Faruqi,,Bangladesh,Channel i Television,Bangladesh,,,,,,,,,,,,,,,,,,,,
1366,8/28/14,Irshad Mastoi,Male,Pakistan,"Online International News Network, ARY News",Pakistan,"Print, Television","Editor, Print Reporter","Human Rights, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1367,8/28/14,Ghulam Rasool,Male,Pakistan,Online International News Network,Pakistan,Print,Print Reporter,"Crime, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
1368,9/10/14,Mohammed al-Qasim,Male,Syria,Rozana Radio,Syria,"Radio, Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1369,9/16/14,Facely Camara,Male,Guinea,Libert_ FM,Guinea,Radio,Broadcast,Human Rights,No,Local,Mob Violence,Murder,Yes,No,No,No,,,,,,,,,
1370,9/16/14,Sidiki Sidib_,,Guinea,Radio Rurale de N'Z_r_kor_,Guinea,,,,,,,,,,,,,,,,,,,,
1371,9/16/14,Molou Ch_rif,,Guinea,Radio Rurale de N'Z_r_kor_,Guinea,,,,,,,,,,,,,,,,,,,,
1372,9/17/14,Palwasha Tokhi,,Afghanistan,Bayan-e-Shamal,Afghanistan,,,,,,,,,,,,,,,,,,,,
1373,10/3/14,Marwan Shahadat,,Syria,Jasim Media Center,Syria,,,,,,,,,,,,,,,,,,,,
1374,10/4/14,"Aung Kyaw Naing, ""Par Gyi""",Male,Myanmar,Freelance,Burmese,Print,"Photographer, Print Reporter","Human Rights, War",Yes,Local,Military Officials,Murder,Yes,Yes,No,Yes,,,,,,,,,
1375,10/10/14,Raed Al-Azzawi,,Iraq,Sama Salaheddin Channel,Iraq,,,,,,,,,,,,,,,,,,,,
1376,10/12/14,Taing Try,,Cambodia,Freelance,Cambodia,,,,,,,,,,,,,,,,,,,,
1377,10/14/14,Kadri Ba_du,,Turkey,Azadiya Welat,Turkey,,,,,,,,,,,,,,,,,,,,
1378,10/15/14,Atallah Bajbouj,Male,Syria,Nabaa Media Foundation,Syria,Internet,"Camera Operator, Internet Reporter","Human Rights, Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1379,11/9/14,Fernando Raymondi,,Peru,Caretas,Peru,,,,,,,,,,,,,,,,,,,,
1380,11/16/14,Abdirizak Ali Abdi,Male,Somalia,Freelance,Somalia,"Radio, Television",Broadcast,Politics,Yes,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1381,11/22/14,Zaher Mtawe'e,Male,Syria,Zebdine Coordination Committee,Syria,Internet,"Camera Operator, Internet Reporter","Human Rights, Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1382,11/26/14,MVN Shankar,Male,India,Andhra Prabha,India,Print,Print Reporter,Corruption,No,Local,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
1383,12/5/14,Mohamed Isaq,Male,Somalia,Kalsan TV,Somalia,Television,Camera Operator,"Culture, Politics",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1384,12/5/14,Abdulkadir Ahmed,Male,Somalia,Freelance,Somalia,"Radio, Television",Broadcast,Politics,Yes,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1385,12/6/14,Luke Somers,Male,Yemen,Freelance,American,"Print, Internet","Photographer, Editor","Culture, Human Rights, Politics",Yes,Foreign,Political Group,Murder,Partial,Yes,No,No,,,,,,,,,
1386,12/8/14,Salem Khalil,Male,Syria,Orient News,Syria,"Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1387,12/8/14,Rami Asmi,Male,Syria,Orient News,Syria,"Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1388,12/8/14,Yousef el-Dous,Male,Syria,Orient News,Syria,"Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1389,12/10/14,Mahran al-Deeri,Male,Syria,Al-Jazeera,Syria,Internet,Internet Reporter,"Human Rights, Politics, War",No,Local,"Military Officials, Political Group",Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1390,12/15/14,Reynaldo Paz Mayes,,Honduras,RPM TV Canal 28,Honduras,,,,,,,,,,,,,,,,,,,,
1391,12/21/14,Zubair Hatami,Male,Afghanistan,Mitra TV,Afghanistan,Television,Camera Operator,"Human Rights, Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1392,12/23/14,Marcos de Barros Leopoldo Guerra,Male,Brazil,Ubatuba Cobra,Brazil,Internet,Internet Reporter,"Corruption, Politics",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1393,12/26/14,Robert Chamwami Shalubuto,,Democratic Republic of the Congo,Congolese National Radio and Television ,Democratic Republic of Congo,,,,,,,,,,,,,,,,,,,,
1394,Jan-15,Kenji Goto,Male,Syria,Freelance,Japanese,"Television, Internet","Camera Operator, Photographer, Internet Reporter","Culture, Human Rights, Politics, War",Yes,Foreign,Political Group,Murder,Yes,Yes,No,Yes,,,,,,,,,
1395,1/2/15,Fayez Abu Halawa,,Syria,Orient News,Syrua,,,,,,,,,,,,,,,,,,,,
1396,1/2/15,Dirar al-Jahad,,Syria,"Local Coordination Committees, Abtaa Media Office",Syria,,,,,,,,,,,,,,,,,,,,
1397,1/4/15,Khaled al-Washli,Male,Yemen,Al-Masirah TV,Yemen,Television,Broadcast,"Human Rights, Politics, War",No,Local,Political Group,Dangerous Assignment,,,,,,,,,,,,,
1398,1/7/15,Bernard Maris,Male,France,Freelance,France,"Print, Internet",Columnist,Business,Yes,Local,Political Group,Murder,Partial,No,Yes,No,,,,,,,,,
1399,1/7/15,Georges Wolinski,Male,France,Charlie Hebdo,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,No,,,,,,,,,
1400,1/7/15,Jean Cabut (Cabu),Male,France,Charlie Hebdo,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,No,,,,,,,,,
1401,1/7/15,Stephane Charbonnier (Charb),Male,France,Charlie Hebdo,France,"Print, Internet",Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,No,,,,,,,,,
1402,1/7/15,Bernard Verlhac (Tignous),Male,France,Freelance,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Partial,No,Yes,No,,,,,,,,,
1403,1/7/15,Elsa Cayat,Female,France,Freelance,France,"Print, Internet",Columnist,Culture,Yes,Local,Political Group,Murder,Partial,No,Yes,No,,,,,,,,,
1404,1/7/15,Moustapha Ourrad,Male,France,Charlie Hebdo,France,"Print, Internet",Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,No,,,,,,,,,
1405,1/7/15,Philippe Honor_,Male,France,Freelance,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Partial,No,Yes,No,,,,,,,,,
1406,1/8/15,Nerlita Ledesma,,Philippines,Abante,Philippines,,,,,,,,,,,,,,,,,,,,
1407,1/25/15,Randa George,Female,South Sudan,Raja FM,South Sudan,Radio,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1408,1/25/15,Dalia Marko,Female,South Sudan,Raja FM,South Sudan,Radio,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1409,1/25/15,Musa Mohamed,Male,South Sudan,Raja FM,South Sudan,Radio,Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1410,1/25/15,Boutros Martin,Male,South Sudan,South Sudan Television,South Sudan,Television,Camera Operator,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1411,1/25/15,Adam Juma,Male,South Sudan,Raja FM,South Sudan,Radio,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1412,2/14/15,Luis Carlos Peralta Cu_llar,,Colombia,Linda Stereo,Colombia,,,,,,,,,,,,,,,,,,,,
1413,2/14/15,Maurito Lim,,Philippines,dyRD,Philippines,,,,,,,,,,,,,,,,,,,,
1414,2/26/15,Avijit Roy,Male,Bangladesh,Freelance,United States,"Print, Internet","Internet Reporter, Print Reporter","Culture, Human Rights, Politics",Yes,Foreign,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1415,2/27/15,Ivanildo Viana,,Brazil,100.5 FM Lider,Brazil,,,,,,,,,,,,,,,,,,,,
1416,2/28/15,Serhiy Nikolayev,Male,Ukraine,Segodnya,Ukraine,Print,Photographer,"Human Rights, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1417,3/2/15,Edgar Quintero,,Colombia,Radio Luna,Colombia,,,,,,,,,,,,,,,,,,,,
1418,3/8/15,Noureddine Hashim,Male,Syria,Al Etihad Press ,Syria,"Television, Internet","Broadcast, Photographer, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1419,3/10/15,Federico Salazar,,Guatemala,Radio Nuevo Mundo,Guatemala,,,,,,,,,,,,,,,,,,,,
1420,3/18/15,Abdel Karim al-Khaiwani,,Yemen,Freelance,Yemen,,,,,,,,,,,,,,,,,,,,
1421,3/30/15,Washiqur Rahman Babu,Male,Bangladesh,Freelance,Bangladesh,Internet,Internet Reporter,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1422,4/1/15,Jamal Khalifeh,Male,Syria,Freelance,Syria,Internet,"Camera Operator, Photographer, Internet Reporter, Producer",War,Yes,Local,"Local Residents, Political Group",Crossfire/Combat-Related,,,,,,,,,,,,,
1423,4/13/15,"Melinda ""Mei"" Magsino",,Philippines,Philippine Daily Inquirer,Philippines,,,,,,,,,,,,,,,,,,,,
1424,4/16/15,Humam Najjar (Abu Yazan al-Halabi),Male,Syria,Aleppo Today,Syria,"Television, Internet","Broadcast, Internet Reporter","Human Rights, War",No,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1425,4/16/15,Soleil Balanga,Male,Democratic Republic of the Congo,Radio Monkoto Soso Aleli,Democratic Republic of the Congo,Radio,Broadcast,"Culture, Politics",No,Local,Local Residents,Murder,No,No,No,No,,,,,,,,,
1426,4/20/15,Mohamed Shamsan,Male,Yemen,Yemen Today,Yemen,Television,Broadcast,"Culture, Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1427,4/20/15,Monir Aklan,,Yemen,Yemen Today,Yemen,,,,,,,,,,,,,,,,,,,,
1428,4/20/15,Hazzam Mohamed Zeid,,Yemen,Yemen Today,Yemen,,,,,,,,,,,,,,,,,,,,
1429,4/22/15,Muftah al-Qatrani,Male,Libya,Al-Anwar,Libya,Television,"Broadcast, Editor, Producer",War,No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1430,4/26/15,Thaer Al-Ali,Male,Iraq,Rai al-Nas,Iraq,Print,Editor,"Corruption, Crime, Culture, Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
1431,4/29/15,Daud Ali Omar,Male,Somalia,Radio Baidoa,Somalia,Television,"Broadcast, Producer","Culture, Politics",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1432,4/30/15,John Kituyi,Male,Kenya,Mirror Weekly,Kenyan,Print,"Editor, Publisher",Politics,No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1433,5/1/15,Firas al-Baher,Male,Iraq,Nineveh al-Ghad,Iraqi,Television,"Producer, Technician",Politics,No,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
